Year,Geography,Location,Age,Sex,GeoCode,Value
2010,Western,Rural,15-35,,AFRGHA001,2.6
2010,Central,Rural,15-35,,AFRGHA002,5.4
2010,Greater Accra,Rural,15-35,,AFRGHA003,13.4
2010,Volta,Rural,15-35,,AFRGHA004,2.3
2010,Eastern,Rural,15-35,,AFRGHA005,3.3
2010,Ashanti,Rural,15-35,,AFRGHA006,3.5
2010,Brong Ahafo,Rural,15-35,,AFRGHA007,1.9
2010,Northern,Rural,15-35,,AFRGHA008,1
2010,Upper East,Rural,15-35,,AFRGHA009,2
2010,Upper West,Rural,15-35,,AFRGHA010,2.5
2010,Jomoro,,,,AFRGHA001_01,3.7
2010,Ellembelle,,,,AFRGHA001_02,4
2010,Nzema East,,,,AFRGHA001_03,3.6
2010,Ahanta West,,,,AFRGHA001_04,4.8
2010,Sekondi Takoradi Metropolis,,,,AFRGHA001_05,24.4
2010,Shama,,,,AFRGHA001_06,6.2
2010,Wassa East,,,,AFRGHA001_07,2.3
2010,Tarkwa Nsuaem Municipal,,,,AFRGHA001_08,9.5
2010,Prestea/Huni Valley,,,,AFRGHA001_09,4.3
2010,Wassa Amenfi East,,,,AFRGHA001_10,2.6
2010,Wassa Amenfi West,,,,AFRGHA001_11,1.9
2010,Aowin,,,,AFRGHA001_12,1.7
2010,Sefwi Akontombra,,,,AFRGHA001_13,1.1
2010,Sefwi Wiawso,,,,AFRGHA001_14,2.6
2010,Sefwi Bibiani-Ahwiaso Bekwai,,,,AFRGHA001_15,3.9
2010,Juabeso,,,,AFRGHA001_16,1.9
2010,Bia west,,,,AFRGHA001_17,1.9
2010,Mpohor,,,,AFRGHA001_18,2.6
2010,Wassa Amenfi Central,,,,AFRGHA001_19,1.3
2010,Suaman,,,,AFRGHA001_20,1.8
2010,Bodi,,,,AFRGHA001_21,1.4
2010,Bia East,,,,AFRGHA001_22,1.5
2010,Komenda-Edina-Egyafo-Abirem Municipal,,,,AFRGHA002_01,7.1
2010,Cape Coast Metropolis,,,,AFRGHA002_02,44.9
2010,Abura-Asebu-Kwamankese,,,,AFRGHA002_03,6.5
2010,Mfantsiman,,,,AFRGHA002_04,10.7
2010,Ajumako-Enyan-Essiam,,,,AFRGHA002_05,4.1
2010,Gomoa West,,,,AFRGHA002_06,3.8
2010,Effutu Municipal,,,,AFRGHA002_07,33.5
2010,Gomoa East,,,,AFRGHA002_08,7.4
2010,Ewutu Senya,,,,AFRGHA002_09,4.1
2010,Agona East,,,,AFRGHA002_10,4.2
2010,Agona West Municipal,,,,AFRGHA002_11,9.8
2010,Asikuma-Odoben Brakwa,,,,AFRGHA002_12,2.8
2010,Assin South,,,,AFRGHA002_13,2.7
2010,Assin North Municipal,,,,AFRGHA002_14,3.4
2010,TwifoAti Morkwa,,,,AFRGHA002_15,3.7
2010,Upper Denkyira East Municipal,,,,AFRGHA002_16,7.1
2010,Upper Denkyira West,,,,AFRGHA002_17,1.5
2010,Twifo Heman Lower Denkyira,,,,AFRGHA002_18,2.6
2010,Ekumfi,,,,AFRGHA002_19,2.5
2010,Awutu Senya East Municipal,,,,AFRGHA002_20,11.4
2010,Ga South Municipal,,,,AFRGHA003_01,17.4
2010,Ga West Municipal,,,,AFRGHA003_02,21.4
2010,Ga East Municipal,,,,AFRGHA003_03,27
2010,Accra Metropolis,,,,AFRGHA003_04,25.2
2010,La Nkwantanang Madina Municipal,,,,AFRGHA003_13,33.5
2010,Kpone Katamanso,,,,AFRGHA003_14,24.2
2010,Ningo Prampram,,,,AFRGHA003_15,13.2
2010,Ada West,,,,AFRGHA003_16,5.6
2010,South Tongu,,,,AFRGHA004_01,3.2
2010,Keta Municapal,,,,AFRGHA004_02,7
2010,Ketu South,,,,AFRGHA004_03,5.8
2010,Ketu North,,,,AFRGHA004_04,2.3
2010,Akatsi,,,,AFRGHA004_05,2.7
2010,Central Tongu,,,,AFRGHA004_06,2.1
2010,Agotime Ziope,,,,AFRGHA004_07,2.9
2010,Gomoa East,,,,AFRGHA002_08,5.4
2010,Ewutu Senya,,,,AFRGHA002_09,2.9
2010,Agona East,,,,AFRGHA002_10,2.6
2010,Agona West Municipal,,,,AFRGHA002_11,6.2
2010,Asikuma-Odoben Brakwa,,,,AFRGHA002_12,1.7
2010,Assin South,,,,AFRGHA002_13,1.7
2010,Assin North Municipal,,,,AFRGHA002_14,2.4
2010,TwifoAti Morkwa,,,,AFRGHA002_15,2.5
2010,Upper Denkyira East Municipal,,,,AFRGHA002_16,4.8
2010,Upper Denkyira West,,,,AFRGHA002_17,1.1
2010,Twifo Heman Lower Denkyira,,,,AFRGHA002_18,1.7
2010,Ekumfi,,,,AFRGHA002_19,1.6
2010,Awutu Senya East Municipal,,,,AFRGHA002_20,8.8
2010,Ga South Municipal,,,,AFRGHA003_01,14.2
2010,Ga West Municipal,,,,AFRGHA003_02,17
2010,Ga East Municipal,,,,AFRGHA003_03,23.2
2010,Accra Metropolis,,,,AFRGHA003_04,19.4
2010,Adenta Municipal,,,,AFRGHA003_05,22.4
2010,Ledzokuku/Krowor Municipal,,,,AFRGHA003_06,18.8
2010,Ashaiman Municipal,,,,AFRGHA003_07,12.8
2010,Tema Metropolis,,,,AFRGHA003_08,26.1
2010,Shai Osudoku,,,,AFRGHA003_09,5.1
2010,Ada East,,,,AFRGHA003_10,3.8
2010,Ga Central Municipal,,,,AFRGHA003_11,15.6
2010,La Dade Kotopon Municipal,,,,AFRGHA003_12,26.2
2010,La Nkwantanang Madina Municipal,,,,AFRGHA003_13,24.9
2010,Kpone Katamanso,,,,AFRGHA003_14,16.7
2010,Ningo Prampram,,,,AFRGHA003_15,8.7
2010,Ada West,,,,AFRGHA003_16,4.5
2010,South Tongu,,,,AFRGHA004_01,2.7
2010,Keta Municapal,,,,AFRGHA004_02,3.8
2010,Ketu South,,,,AFRGHA004_03,3.9
2010,Ketu North,,,,AFRGHA004_04,1.7
2010,Akatsi,,,,AFRGHA004_05,2
2010,Central Tongu,,,,AFRGHA004_06,1.8
2010,Agotime Ziope,,,,AFRGHA004_07,2.5
2010,Ho Municipal,,,,AFRGHA004_08,13.6
2010,South Dayi,,,,AFRGHA004_09,3.4
2010,Kpando Municipal,,,,AFRGHA004_10,4.1
2010,Hohoe Municipal,,,,AFRGHA004_11,5.1
2010,Biakoye,,,,AFRGHA004_12,1.6
2010,Jasikan,,,,AFRGHA004_13,2.9
2010,Kadjebi,,,,AFRGHA004_14,1.1
2010,Krachi East,,,,AFRGHA004_15,0.6
2010,Krachi West,,,,AFRGHA004_16,1.4
2010,Nkwanta South,,,,AFRGHA004_17,1.2
2010,Nkwanta North,,,,AFRGHA004_18,0.5
2010,North Tongu,,,,AFRGHA004_19,2.2
2010,Akatsi North,,,,AFRGHA004_20,1.3
2010,Adaklu,,,,AFRGHA004_21,1.1
2010,Ho West,,,,AFRGHA004_22,2.8
2010,Afadzato South,,,,AFRGHA004_23,2.1
2010,North Dayi,,,,AFRGHA004_24,2.4
2010,Krachi Nchumuru,,,,AFRGHA004_25,0.4
2010,Birim South,,,,AFRGHA005_01,5.3
2010,Birim Municipal,,,,AFRGHA005_02,4.4
2010,West Akim Municipal,,,,AFRGHA005_03,3.3
2010,Suhum Municipal,,,,AFRGHA005_04,4.7
2010,Adenta Municipal,,,,AFRGHA003_05,24.7
2010,Ledzokuku/Krowor Municipal,,,,AFRGHA003_06,24.4
2010,Ashaiman Municipal,,,,AFRGHA003_07,16.3
2010,Tema Metropolis,,,,AFRGHA003_08,31.5
2010,Shai Osudoku,,,,AFRGHA003_09,6.6
2010,Ada East,,,,AFRGHA003_10,5.4
2010,Ga Central Municipal,,,,AFRGHA003_11,20.3
2010,La Dade Kotopon Municipal,,,,AFRGHA003_12,33.3
2010,La Nkwantanang Madina Municipal,,,,AFRGHA003_13,31.2
2010,Kpone Katamanso,,,,AFRGHA003_14,20.8
2010,Ningo Prampram,,,,AFRGHA003_15,11.8
2010,Volta,,15-24,Male,AFRGHA004,6.5
2010,Eastern,,15-24,Male,AFRGHA005,10
2010,Ashanti,,15-24,Male,AFRGHA006,18.2
2010,Brong Ahafo,,15-24,Male,AFRGHA007,6.8
2010,Northern,,15-24,Male,AFRGHA008,3.2
2010,Upper East,,15-24,Male,AFRGHA009,4.2
2010,Upper West,,15-24,Male,AFRGHA010,6.5
2010,Western,,15-24,Female,AFRGHA001,7.5
2010,Central,,15-24,Female,AFRGHA002,10.5
2010,Greater Accra,,15-24,Female,AFRGHA003,20.7
2010,Volta,,15-24,Female,AFRGHA004,3.8
2010,Eastern,,15-24,Female,AFRGHA005,5.9
2010,Ashanti,,15-24,Female,AFRGHA006,11
2010,Brong Ahafo,,15-24,Female,AFRGHA007,3.7
2010,Northern,,15-24,Female,AFRGHA008,1.8
2010,Upper East,,15-24,Female,AFRGHA009,2.2
2010,Upper West,,15-24,Female,AFRGHA010,4
2010,Western,Urban,15-24,,AFRGHA001,18.1
2010,Central,Urban,15-24,,AFRGHA002,18.5
2010,Greater Accra,Urban,15-24,,AFRGHA003,27
2010,Volta,Urban,15-24,,AFRGHA004,10.2
2010,Eastern,Urban,15-24,,AFRGHA005,13
2010,Ashanti,Urban,15-24,,AFRGHA006,20.1
2010,Brong Ahafo,Urban,15-24,,AFRGHA007,8.7
2010,Northern,Urban,15-24,,AFRGHA008,5.6
2010,Upper East,Urban,15-24,,AFRGHA009,7.5
2010,Upper West,Urban,15-24,,AFRGHA010,14.4
2010,Western,Rural,15-24,,AFRGHA001,2.5
2010,Central,Rural,15-24,,AFRGHA002,6
2010,Greater Accra,Rural,15-24,,AFRGHA003,13.8
2010,Volta,Rural,15-24,,AFRGHA004,2.1
2010,Eastern,Rural,15-24,,AFRGHA005,3.3
2010,Ashanti,Rural,15-24,,AFRGHA006,3.7
2010,Brong Ahafo,Rural,15-24,,AFRGHA007,1.9
2010,Northern,Rural,15-24,,AFRGHA008,0.9
2010,Upper East,Rural,15-24,,AFRGHA009,1.9
2010,Ho Municipal,,,,AFRGHA004_08,21.3
2010,South Dayi,,,,AFRGHA004_09,4
2010,Kpando Municipal,,,,AFRGHA004_10,6
2010,Hohoe Municipal,,,,AFRGHA004_11,7.7
2010,Biakoye,,,,AFRGHA004_12,1.6
2010,Jasikan,,,,AFRGHA004_13,4
2010,Kadjebi,,,,AFRGHA004_14,1.5
2010,Krachi East,,,,AFRGHA004_15,0.6
2010,Krachi West,,,,AFRGHA004_16,1.4
2010,Nkwanta South,,,,AFRGHA004_17,1.4
2010,Nkwanta North,,,,AFRGHA004_18,0.5
2010,North Tongu,,,,AFRGHA004_19,2.6
2010,Akatsi North,,,,AFRGHA004_20,2.1
2010,Adaklu,,,,AFRGHA004_21,1.3
2010,Ho West,,,,AFRGHA004_22,4.1
2010,Afadzato South,,,,AFRGHA004_23,3
2010,North Dayi,,,,AFRGHA004_24,3.7
2010,Krachi Nchumuru,,,,AFRGHA004_25,0.4
2010,Birim South,,,,AFRGHA005_01,7.7
2010,Birim Municipal,,,,AFRGHA005_02,6.8
2010,West Akim Municipal,,,,AFRGHA005_03,4.8
2010,Suhum Municipal,,,,AFRGHA005_04,7.7
2010,Nsawam Adoagyiri Municipal,,,,AFRGHA005_05,9
2010,Akwapem North,,,,AFRGHA005_06,9.5
2010,New Juaben Municipal,,,,AFRGHA005_07,29.7
2010,Yilo Krobo,,,,AFRGHA005_08,6.6
2010,Lower Manya,,,,AFRGHA005_09,6
2010,Asuogyaman,,,,AFRGHA005_10,11
2010,Upper Manya,,,,AFRGHA005_11,2.3
2010,Fanteakwa,,,,AFRGHA005_12,3.2
2010,East Akim Municipal,,,,AFRGHA005_13,5.9
2010,Kwaebibirem,,,,AFRGHA005_14,5.1
2010,Akyem Mansa,,,,AFRGHA005_15,1.8
2010,Birim North,,,,AFRGHA005_16,4.3
2010,Atiwa,,,,AFRGHA005_17,3.8
2010,Kwahu West Municipal,,,,AFRGHA005_18,12.5
2010,Kwahu South,,,,AFRGHA005_19,6.6
2010,Kwahu East,,,,AFRGHA005_20,7.4
2010,Kwahu Afram Plains North,,,,AFRGHA005_21,2.1
2010,Upper West Akyem,,,,AFRGHA005_22,3.1
2010,Akwapim South,,,,AFRGHA005_23,12.7
2010,Ayensuano,,,,AFRGHA005_24,2.4
2010,Denkyembuor,,,,AFRGHA005_25,4.7
2010,Kwahu Afram Plains South,,,,AFRGHA005_26,1.2
2010,Atwima Mponua,,,,AFRGHA006_01,1.6
2010,Amansie West,,,,AFRGHA006_02,2.6
2010,Amansie Central,,,,AFRGHA006_03,1.9
2010,Adansi South,,,,AFRGHA006_04,1.9
2010,Obuasi Municipal,,,,AFRGHA006_05,12.3
2010,Adansi North,,,,AFRGHA006_06,3.4
2010,Bekwai Municipal,,,,AFRGHA006_07,5
2010,Bosome Freho,,,,AFRGHA006_08,2.6
2010,Asante Akim South,,,,AFRGHA006_09,3.2
2010,Asante Akim Central Municipal,,,,AFRGHA006_10,8.5
2010,Ejisu Juaben Municipal,,,,AFRGHA006_11,8.6
2010,Bosumtwi,,,,AFRGHA006_12,5.5
2010,Atwima Kwanwoma,,,,AFRGHA006_13,8.1
2010,Kumasi Metropolis,,,,AFRGHA006_14,25.5
2010,Atwima Nwabiagya,,,,AFRGHA006_15,12.7
2010,Ahafo Ano South,,,,AFRGHA006_16,1.5
2010,Ahafo Ano North,,,,AFRGHA006_17,2
2010,Offinso Municipal,,,,AFRGHA006_18,5.8
2010,Afigya Kwabre,,,,AFRGHA006_19,8.6
2010,Kwabre East,,,,AFRGHA006_20,11.2
2010,Afigya Sekyere,,,,AFRGHA006_21,6.2
2010,Mampong Municipal,,,,AFRGHA006_22,6
2010,Sekyere East,,,,AFRGHA006_23,10.6
2010,Sekyere Afram Plains,,,,AFRGHA006_24,3.6
2010,Sekyere Central,,,,AFRGHA006_25,2.4
2010,Ejura Sekye Dumasi,,,,AFRGHA006_26,3.6
2010,Offinso North,,,,AFRGHA006_27,1.9
2010,Asokore Mampong Municipal,,,,AFRGHA006_28,15.8
2010,Asante Akim North,,,,AFRGHA006_29,5.7
2010,Sekyere Kumawu,,,,AFRGHA006_30,0.6
2010,Asunafo South,,,,AFRGHA007_01,2
2010,Asunafo North Municipal,,,,AFRGHA007_02,3.3
2010,Asutifi North,,,,AFRGHA007_03,4.3
2010,Dormaa Municipal,,,,AFRGHA007_04,3.9
2010,Dormaa Central Municipal,,,,AFRGHA007_05,2.4
2010,Tano South,,,,AFRGHA007_06,3.5
2010,Tano North,,,,AFRGHA007_07,3.4
2010,Sunyani Municipal,,,,AFRGHA007_08,30.1
2010,Sunyani West,,,,AFRGHA007_09,9.3
2010,Berekum Municipal,,,,AFRGHA007_10,5.7
2010,Jaman South,,,,AFRGHA007_11,3.3
2010,Jaman North,,,,AFRGHA007_12,2.7
2010,Tain,,,,AFRGHA007_13,1.2
2010,Wenchi Municipal,,,,AFRGHA007_14,3.9
2010,Techiman Municipal,,,,AFRGHA007_15,6.4
2010,Nkoranza South,,,,AFRGHA007_16,3.5
2010,Nkoranza North,,,,AFRGHA007_17,1.4
2010,Atebubu Amantin,,,,AFRGHA007_18,2.8
2010,Sene West,,,,AFRGHA007_19,1
2010,Pru,,,,AFRGHA007_20,0.6
2010,Kintampo South,,,,AFRGHA007_21,1.2
2010,Kintampo North Municipal,,,,AFRGHA007_22,2.8
2010,Asutifi South,,,,AFRGHA007_23,3.8
2010,Dormaa West,,,,AFRGHA007_24,2.4
2010,Techiman North,,,,AFRGHA007_25,2.9
2010,Banda,,,,AFRGHA007_26,2.4
2010,Sene East,,,,AFRGHA007_27,0.8
2010,Bole,,,,AFRGHA008_01,0.9
2010,Sawla-Tuna-Kalba,,,,AFRGHA008_02,0.8
2010,West Gonja,,,,AFRGHA008_03,2.3
2010,Gonja Central,,,,AFRGHA008_04,0.4
2010,East Gonja,,,,AFRGHA008_05,0.8
2010,Kpandai,,,,AFRGHA008_06,0.7
2010,Nanumba South,,,,AFRGHA008_07,0.6
2010,Nanumba North,,,,AFRGHA008_08,0.9
2010,Zabzugu,,,,AFRGHA008_09,0.5
2010,Yendi Municipal,,,,AFRGHA008_10,2.6
2010,Tamale Metropolis,,,,AFRGHA008_11,10.1
2010,Tolon,,,,AFRGHA008_12,4.1
2010,Savelugu Nanton,,,,AFRGHA008_13,1.1
2010,Karaga,,,,AFRGHA008_14,0.5
2010,Gushiegu,,,,AFRGHA008_15,0.4
2010,Saboba,,,,AFRGHA008_16,0.7
2010,Chereponi,,,,AFRGHA008_17,0.6
2010,Bunkpurugu Yonyo,,,,AFRGHA008_18,0.5
2010,Mamprusi East,,,,AFRGHA008_19,0.8
2010,Mamprusi West,,,,AFRGHA008_20,0.8
2010,North Gonja,,,,AFRGHA008_21,0.2
2010,Kumbumgu,,,,AFRGHA008_22,0.8
2010,Sagnerigu Municipal,,,,AFRGHA008_23,9.9
2010,Mion,,,,AFRGHA008_24,1
2010,Tatale,,,,AFRGHA008_25,0.4
2010,Mamprugu Moagduri,,,,AFRGHA008_26,0.5
2010,Builsa North,,,,AFRGHA009_01,2.2
2010,Kasena Nankana West,,,,AFRGHA009_02,1.3
2010,Kasena Nankana East,,,,AFRGHA009_03,8.1
2010,Bolgatanga Municipal,,,,AFRGHA009_04,8.2
2010,Talensi,,,,AFRGHA009_05,1.6
2010,Bongo,,,,AFRGHA009_06,1.1
2010,Bawku West,,,,AFRGHA009_07,1.1
2010,Garu Tempane,,,,AFRGHA009_08,0.6
2010,Bawku Municipal,,,,AFRGHA009_09,2.6
2010,Builsa South,,,,AFRGHA009_10,0.5
2010,Nabdam,,,,AFRGHA009_11,2.4
2010,Binduri,,,,AFRGHA009_12,1.9
2010,Pusiga,,,,AFRGHA009_13,1.4
2010,Wa West,,,,AFRGHA010_01,0.5
2010,Wa Municipal,,,,AFRGHA010_02,21.6
2010,Wa East,,,,AFRGHA010_03,0.3
2010,Sissala East,,,,AFRGHA010_04,1.6
2010,Nadowli-Kaleo,,,,AFRGHA010_05,1.6
2010,Jirapa,,,,AFRGHA010_06,1.3
2010,Sissala West,,,,AFRGHA010_07,0.6
2010,Lambussie Karni,,,,AFRGHA010_08,0.8
2010,Lawra,,,,AFRGHA010_09,1
2010,Daffiama Bussie,,,,AFRGHA010_10,1.3
2010,Nandom,,,,AFRGHA010_11,1.7
2010,Jomoro,,15-24,Male,AFRGHA001_01,4.6
2010,Ellembelle,,15-24,Male,AFRGHA001_02,3.2
2010,Nzema East,,15-24,Male,AFRGHA001_03,4.4
2010,Ahanta West,,15-24,Male,AFRGHA001_04,6.2
2010,Sekondi Takoradi Metropolis,,15-24,Male,AFRGHA001_05,34
2010,Shama,,15-24,Male,AFRGHA001_06,7.6
2010,Wassa East,,15-24,Male,AFRGHA001_07,2.4
2010,Tarkwa Nsuaem Municipal,,15-24,Male,AFRGHA001_08,12.7
2010,Prestea/Huni Valley,,15-24,Male,AFRGHA001_09,6.2
2010,Wassa Amenfi East,,15-24,Male,AFRGHA001_10,3.7
2010,Wassa Amenfi West,,15-24,Male,AFRGHA001_11,2.2
2010,Aowin,,15-24,Male,AFRGHA001_12,2
2010,Sefwi Akontombra,,15-24,Male,AFRGHA001_13,1.3
2010,Sefwi Wiawso,,15-24,Male,AFRGHA001_14,2.9
2010,Sefwi Bibiani-Ahwiaso Bekwai,,15-24,Male,AFRGHA001_15,5.4
2010,Juabeso,,15-24,Male,AFRGHA001_16,2.8
2010,Bia west,,15-24,Male,AFRGHA001_17,2.9
2010,Mpohor,,15-24,Male,AFRGHA001_18,3.3
2010,Wassa Amenfi Central,,15-24,Male,AFRGHA001_19,1.9
2010,Suaman,,15-24,Male,AFRGHA001_20,2.1
2010,Bodi,,15-24,Male,AFRGHA001_21,2.1
2010,Bia East,,15-24,Male,AFRGHA001_22,1.9
2010,Komenda-Edina-Egyafo-Abirem Municipal,,15-24,Male,AFRGHA002_01,9.5
2010,Cape Coast Metropolis,,15-24,Male,AFRGHA002_02,56.9
2010,Abura-Asebu-Kwamankese,,15-24,Male,AFRGHA002_03,8.1
2010,Mfantsiman,,15-24,Male,AFRGHA002_04,9.2
2010,Ajumako-Enyan-Essiam,,15-24,Male,AFRGHA002_05,5.3
2010,Gomoa West,,15-24,Male,AFRGHA002_06,5.3
2010,Effutu Municipal,,15-24,Male,AFRGHA002_07,35.1
2010,Gomoa East,,15-24,Male,AFRGHA002_08,10.4
2010,Ewutu Senya,,15-24,Male,AFRGHA002_09,5.6
2010,Agona East,,15-24,Male,AFRGHA002_10,5.9
2010,Agona West Municipal,,15-24,Male,AFRGHA002_11,14
2010,Asikuma-Odoben Brakwa,,15-24,Male,AFRGHA002_12,3
2010,Assin South,,15-24,Male,AFRGHA002_13,3
2010,Assin North Municipal,,15-24,Male,AFRGHA002_14,4
2010,TwifoAti Morkwa,,15-24,Male,AFRGHA002_15,4.5
2010,Upper Denkyira East Municipal,,15-24,Male,AFRGHA002_16,9.2
2010,Upper Denkyira West,,15-24,Male,AFRGHA002_17,1.5
2010,Twifo Heman Lower Denkyira,,15-24,Male,AFRGHA002_18,3
2010,Ekumfi,,15-24,Male,AFRGHA002_19,2.8
2010,Awutu Senya East Municipal,,15-24,Male,AFRGHA002_20,18.4
2010,Ga South Municipal,,15-24,Male,AFRGHA003_01,24.1
2010,Ga West Municipal,,15-24,Male,AFRGHA003_02,28.8
2010,Ga East Municipal,,15-24,Male,AFRGHA003_03,34.6
2010,Accra Metropolis,,15-24,Male,AFRGHA003_04,34.3
2010,Adenta Municipal,,15-24,Male,AFRGHA003_05,31.7
2010,Ledzokuku/Krowor Municipal,,15-24,Male,AFRGHA003_06,33
2010,Ashaiman Municipal,,15-24,Male,AFRGHA003_07,25.4
2010,Tema Metropolis,,15-24,Male,AFRGHA003_08,38.8
2010,Shai Osudoku,,15-24,Male,AFRGHA003_09,7.9
2010,Ada East,,15-24,Male,AFRGHA003_10,6.4
2010,Ga Central Municipal,,15-24,Male,AFRGHA003_11,29.5
2010,La Dade Kotopon Municipal,,15-24,Male,AFRGHA003_12,43.3
2010,La Nkwantanang Madina Municipal,,15-24,Male,AFRGHA003_13,40.6
2010,Kpone Katamanso,,15-24,Male,AFRGHA003_14,30.4
2010,Ningo Prampram,,15-24,Male,AFRGHA003_15,12.4
2010,Ada West,,15-24,Male,AFRGHA003_16,7.8
2010,South Tongu,,15-24,Male,AFRGHA004_01,4.3
2010,Keta Municapal,,15-24,Male,AFRGHA004_02,9.4
2010,Ketu South,,15-24,Male,AFRGHA004_03,8
2010,Ketu North,,15-24,Male,AFRGHA004_04,3.2
2010,Akatsi,,15-24,Male,AFRGHA004_05,3.8
2010,Central Tongu,,15-24,Male,AFRGHA004_06,3
2010,Agotime Ziope,,15-24,Male,AFRGHA004_07,3.7
2010,Ho Municipal,,15-24,Male,AFRGHA004_08,26.3
2010,South Dayi,,15-24,Male,AFRGHA004_09,5
2010,Kpando Municipal,,15-24,Male,AFRGHA004_10,7.9
2010,Hohoe Municipal,,15-24,Male,AFRGHA004_11,9.7
2010,Biakoye,,15-24,Male,AFRGHA004_12,2
2010,Jasikan,,15-24,Male,AFRGHA004_13,5.1
2010,Kadjebi,,15-24,Male,AFRGHA004_14,2
2010,Krachi East,,15-24,Male,AFRGHA004_15,0.8
2010,Krachi West,,15-24,Male,AFRGHA004_16,1.9
2010,Nkwanta South,,15-24,Male,AFRGHA004_17,1.9
2010,Nkwanta North,,15-24,Male,AFRGHA004_18,0.6
2010,North Tongu,,15-24,Male,AFRGHA004_19,3.3
2010,Akatsi North,,15-24,Male,AFRGHA004_20,3.4
2010,Adaklu,,15-24,Male,AFRGHA004_21,1.5
2010,Ho West,,15-24,Male,AFRGHA004_22,5
2010,Afadzato South,,15-24,Male,AFRGHA004_23,3.7
2010,North Dayi,,15-24,Male,AFRGHA004_24,4.2
2010,Krachi Nchumuru,,15-24,Male,AFRGHA004_25,0.5
2010,Birim South,,15-24,Male,AFRGHA005_01,9.2
2010,Birim Municipal,,15-24,Male,AFRGHA005_02,8.7
2010,West Akim Municipal,,15-24,Male,AFRGHA005_03,6.6
2010,Suhum Municipal,,15-24,Male,AFRGHA005_04,10.5
2010,Nsawam Adoagyiri Municipal,,15-24,Male,AFRGHA005_05,11.5
2010,Akwapem North,,15-24,Male,AFRGHA005_06,12.4
2010,New Juaben Municipal,,15-24,Male,AFRGHA005_07,36.5
2010,Yilo Krobo,,15-24,Male,AFRGHA005_08,8.9
2010,Lower Manya,,15-24,Male,AFRGHA005_09,7.8
2010,Asuogyaman,,15-24,Male,AFRGHA005_10,14.6
2010,Upper Manya,,15-24,Male,AFRGHA005_11,2.9
2010,Fanteakwa,,15-24,Male,AFRGHA005_12,4.1
2010,East Akim Municipal,,15-24,Male,AFRGHA005_13,8.2
2010,Kwaebibirem,,15-24,Male,AFRGHA005_14,6.5
2010,Akyem Mansa,,15-24,Male,AFRGHA005_15,2.3
2010,Birim North,,15-24,Male,AFRGHA005_16,5.6
2010,Atiwa,,15-24,Male,AFRGHA005_17,5.2
2010,Kwahu West Municipal,,15-24,Male,AFRGHA005_18,15.7
2010,Kwahu South,,15-24,Male,AFRGHA005_19,8.2
2010,Kwahu East,,15-24,Male,AFRGHA005_20,9
2010,Kwahu Afram Plains North,,15-24,Male,AFRGHA005_21,2.5
2010,Upper West Akyem,,15-24,Male,AFRGHA005_22,4.4
2010,Akwapim South,,15-24,Male,AFRGHA005_23,12.7
2010,Ayensuano,,15-24,Male,AFRGHA005_24,3.3
2010,Denkyembuor,,15-24,Male,AFRGHA005_25,5.9
2010,Kwahu Afram Plains South,,15-24,Male,AFRGHA005_26,1.5
2010,Atwima Mponua,,15-24,Male,AFRGHA006_01,2.2
2010,Amansie West,,15-24,Male,AFRGHA006_02,3.6
2010,Amansie Central,,15-24,Male,AFRGHA006_03,2.6
2010,Adansi South,,15-24,Male,AFRGHA006_04,2.5
2010,Obuasi Municipal,,15-24,Male,AFRGHA006_05,15.6
2010,Adansi North,,15-24,Male,AFRGHA006_06,4.1
2010,Bekwai Municipal,,15-24,Male,AFRGHA006_07,6.3
2010,Bosome Freho,,15-24,Male,AFRGHA006_08,3.2
2010,Asante Akim South,,15-24,Male,AFRGHA006_09,4.1
2010,Asante Akim Central Municipal,,15-24,Male,AFRGHA006_10,10.8
2010,Ejisu Juaben Municipal,,15-24,Male,AFRGHA006_11,11.2
2010,Bosumtwi,,15-24,Male,AFRGHA006_12,7.2
2010,Atwima Kwanwoma,,15-24,Male,AFRGHA006_13,10.4
2010,Kumasi Metropolis,,15-24,Male,AFRGHA006_14,32.2
2010,Atwima Nwabiagya,,15-24,Male,AFRGHA006_15,16.2
2010,Offinso North,,15-24,Male,AFRGHA006_27,2.4
2010,Asokore Mampong Municipal,,15-24,Male,AFRGHA006_28,21.3
2010,Asante Akim North,,15-24,Male,AFRGHA006_29,7
2010,Sekyere Kumawu,,15-24,Male,AFRGHA006_30,0.8
2010,Asunafo South,,15-24,Male,AFRGHA007_01,2.7
2010,Asunafo North Municipal,,15-24,Male,AFRGHA007_02,4.5
2010,Asutifi North,,15-24,Male,AFRGHA007_03,5.7
2010,Dormaa Municipal,,15-24,Male,AFRGHA007_04,5.6
2010,Dormaa Central Municipal,,15-24,Male,AFRGHA007_05,3.6
2010,Tano South,,15-24,Male,AFRGHA007_06,4.3
2010,Tano North,,15-24,Male,AFRGHA007_07,4.2
2010,Sunyani Municipal,,15-24,Male,AFRGHA007_08,37.3
2010,Sunyani West,,15-24,Male,AFRGHA007_09,12.4
2010,Berekum Municipal,,15-24,Male,AFRGHA007_10,8
2010,Jaman South,,15-24,Male,AFRGHA007_11,4.4
2010,Jaman North,,15-24,Male,AFRGHA007_12,4
2010,Tain,,15-24,Male,AFRGHA007_13,1.8
2010,Wenchi Municipal,,15-24,Male,AFRGHA007_14,5.4
